Name,Birthdate,Age,Score,Is_Passed,Category,Complex_Number
Alice,2010-12-12,42,10.29,True,C,(8.368294527388436+2.472121707005491j)
Bob,2010-12-13,21,4.61,False,D,(1.8873257339456848+6.865597704425994j)
Charlie,2010-12-14,21,34.61,False,B,(1.197340284274223+2.946625097309081j)
David,2010-12-15,57,88.67,True,C,(5.657688194780539+4.542250779777393j)
Eve,2010-12-16,43,34.59,True,A,(3.6646201075862623+4.2636185908972015j)
Alice,2010-12-17,31,62.65,True,A,(3.497388555287593+3.5351722647943267j)
Bob,2010-12-18,62,79.68,True,B,(3.737298898545891+4.676533146868379j)
Charlie,2010-12-19,48,21.56,True,D,(3.5624025914180604+8.46736757638685j)
David,2010-12-20,67,52.29,True,C,(1.9939526875568858+6.6399542945168015j)
Eve,2010-12-21,35,13.86,True,B,(1.8194901775549996+2.6784768961390135j)
Alice,2010-12-22,42,94.97,False,C,(4.878048875018237+9.690486583775533j)
Bob,2010-12-23,44,15.75,False,C,(1.2987379870752198+7.267503374814971j)
Charlie,2010-12-24,69,84.77,True,D,(5.720290101381012+8.363824375745699j)
David,2010-12-25,41,19.01,True,C,(2.8043917917249397+4.901308205430163j)
Eve,2010-12-26,53,60.38,True,A,(8.89161752242023+9.055116556694209j)
Alice,2010-12-27,66,97.7,False,B,(2.3565708066312983+5.686288207567422j)
Bob,2010-12-28,54,8.83,True,B,(8.977538254600681+9.959668216854162j)
Charlie,2010-12-29,30,4.05,False,B,(6.698776489204281+4.199744657630649j)
David,2010-12-30,51,0.44,False,B,(3.3822379801215425+1.3375282755134854j)
Eve,2010-12-31,68,37.63,False,A,(5.696465851325993+2.6786862261001008j)
Alice,2011-01-01,67,66.38,True,A,(1.8547011299157388+2.695726247540095j)
Bob,2011-01-02,39,54.75,True,D,(8.569563760828736+4.1394017016433295j)
Charlie,2011-01-03,20,42.54,False,C,(3.314357336772841+3.6832022139764393j)
David,2011-01-04,59,10.09,True,C,(8.103199006407602+1.5785802173474774j)
Eve,2011-01-05,59,50.67,True,A,(7.064880342350144+7.973190349212166j)
Alice,2011-01-06,45,39.22,False,D,(9.099829680520878+7.097973974213768j)
Bob,2011-01-07,19,58.38,False,C,(5.196674183838984+8.34576390993415j)
Charlie,2011-01-08,26,22.08,True,B,(2.5284825720573116+3.404245143010185j)
David,2011-01-09,42,10.33,True,B,(8.706322310936015+7.83206438307743j)
Eve,2011-01-10,47,47.94,False,A,(2.941462242980161+2.0756160369742j)
Alice,2011-01-11,49,47.23,True,A,(4.408313037315665+9.158493109572078j)
Bob,2011-01-12,26,84.98,True,A,(7.402108850936545+4.464821536962656j)
Charlie,2011-01-13,62,6.65,False,B,(8.921241474558165+8.222899295557523j)
David,2011-01-14,57,35.45,False,D,(6.221902610258255+3.460264278784554j)
Eve,2011-01-15,19,43.51,False,A,(1.8976309139375798+8.532147836468173j)
Alice,2011-01-16,37,84.76,True,A,(3.589292541123517+5.497636696398601j)
Bob,2011-01-17,57,38.15,True,B,(1.86564548797258+4.049987512158669j)
Charlie,2011-01-18,63,9.79,False,D,(5.672699869716089+6.720452701490086j)
David,2011-01-19,66,55.5,False,B,(5.179607547733359+2.3896038660321643j)
Eve,2011-01-20,25,82.97,False,C,(4.092692598941144+5.7045265045016835j)
Alice,2011-01-21,60,91.12,True,A,(2.825298734499965+2.0232554328325385j)
Bob,2011-01-22,20,10.59,False,C,(7.365917078945465+3.698468150860335j)
Charlie,2011-01-23,39,16.04,False,D,(2.3262353030811664+7.720575432679723j)
David,2011-01-24,36,93.41,True,A,(1.1740769283016288+3.9383415669514448j)
Eve,2011-01-25,64,72.18,False,D,(6.813258453304191+7.077252366978943j)
Alice,2011-01-26,36,58.92,False,B,(8.618704398208106+9.492826463852374j)
Bob,2011-01-27,52,99.57,False,C,(6.350148617478722+2.6457126933829618j)
Charlie,2011-01-28,36,2.51,True,B,(3.3866365532176954+6.164473031270314j)
David,2011-01-29,45,97.66,True,B,(5.48774681230223+3.5307484729689094j)
Eve,2011-01-30,37,59.03,True,B,(2.795665545993822+1.9925005152077389j)
Alice,2011-01-31,21,44.92,True,D,(4.613447156904448+9.531310133183133j)
Bob,2011-02-01,69,65.36,False,A,(7.044794321768819+7.882670075381002j)
Charlie,2011-02-02,48,83.83,True,D,(1.8171633367004167+4.711113888069285j)
David,2011-02-03,64,84.86,False,A,(2.2015570997505085+3.013027207677375j)
Eve,2011-02-04,40,81.63,True,C,(3.5279831565702136+4.112794423291179j)
Alice,2011-02-05,39,38.13,True,B,(1.2492979290897543+2.5293072713893805j)
Bob,2011-02-06,20,56.88,False,C,(1.3225018795982826+9.83690388723346j)
Charlie,2011-02-07,38,32.53,True,C,(8.448374160945145+8.904060225699276j)
David,2011-02-08,24,94.95,False,C,(8.253933541974948+8.37488403387134j)
Eve,2011-02-09,32,71.94,True,C,(1.2597077830435954+4.606362418055884j)
Alice,2011-02-10,23,39.82,False,A,(4.334049769731976+4.262057886673794j)
Bob,2011-02-11,38,93.43,False,B,(5.667300367950596+2.5024644459001437j)
Charlie,2011-02-12,60,76.82,True,B,(3.63692381995358+5.578977846529201j)
David,2011-02-13,19,30.15,True,C,(6.377183724860829+1.03571399295747j)
Eve,2011-02-14,25,15.11,True,A,(5.936696892431622+5.841176832357479j)
Alice,2011-02-15,35,20.65,False,D,(9.649752166565913+4.543300587985888j)
Bob,2011-02-16,55,17.51,False,D,(2.044287563004925+1.354000795124878j)
Charlie,2011-02-17,30,24.73,True,B,(1.7610130574102805+7.623641748861977j)
David,2011-02-18,18,54.83,True,A,(1.692019659147493+7.336755509969529j)
Eve,2011-02-19,36,20.42,False,B,(6.3314662872770935+8.93131123156098j)
Alice,2011-02-20,59,98.47,False,C,(7.762235550237345+4.914962753381708j)
Bob,2011-02-21,66,59.79,True,A,(6.208875108188255+8.609200747932919j)
Charlie,2011-02-22,66,19.55,False,B,(3.157426194831075+6.60529913571907j)
David,2011-02-23,46,52.17,False,B,(4.9371449415502475+8.057199781348805j)
Eve,2011-02-24,57,28.46,False,C,(9.170800583392563+2.9715312613781464j)
Alice,2011-02-25,67,4.53,True,C,(9.83625028431994+9.844255466254445j)
Bob,2011-02-26,54,76.59,True,A,(4.764501582236145+3.4099867900798735j)
Charlie,2011-02-27,57,79.3,False,D,(1.2285653945348103+2.224850032981325j)
David,2011-02-28,24,29.15,True,C,(3.8225055119305384+8.801575035011465j)
Eve,2011-03-01,45,94.03,True,D,(7.825615173453448+2.2052935219343874j)
Alice,2011-03-02,24,70.85,True,D,(2.6938932081789715+1.5085212364745268j)
Bob,2011-03-03,29,4.71,True,A,(2.695674392040149+9.127739957474839j)
Charlie,2011-03-04,25,51.38,False,A,(3.5812214958760316+3.8696840239935733j)
David,2011-03-05,20,40.57,True,D,(3.96574469854502+1.943961304928978j)
Eve,2011-03-06,67,19.52,False,A,(9.188693166519961+1.7192696930447946j)
Alice,2011-03-07,56,50.41,True,C,(2.8768364364463532+8.656694433686258j)
Bob,2011-03-08,30,2.19,False,C,(1.520982904717932+9.667750593806497j)
Charlie,2011-03-09,41,51.52,False,C,(6.704222505604367+4.550582420835495j)
David,2011-03-10,20,16.29,True,B,(9.268524920618887+2.9618184792939752j)
Eve,2011-03-11,29,41.92,False,A,(4.207101095261086+9.63450233557406j)
Alice,2011-03-12,51,14.1,False,D,(8.041302708920389+2.043822882504342j)
Bob,2011-03-13,18,92.02,False,B,(9.397920240480023+5.37874216891357j)
Charlie,2011-03-14,23,19.27,True,D,(8.966499347943328+3.5643832891205163j)
David,2011-03-15,63,84.25,True,B,(8.31123803806361+7.634392848471604j)
Eve,2011-03-16,21,96.3,False,B,(2.3008274199608234+9.988971744435341j)
Alice,2011-03-17,24,97.9,False,C,(7.1970614290948465+9.782860390037365j)
Bob,2011-03-18,69,80.67,False,A,(7.731763172891703+4.291243070623901j)
Charlie,2011-03-19,68,22.5,True,D,(4.243864159237976+6.072826075783687j)
David,2011-03-20,49,69.02,False,B,(5.543458067296916+4.658182814638683j)
Eve,2011-03-21,54,83.33,False,D,(6.8758859383748545+3.5209314244798544j)
Alice,2011-03-22,52,6.89,True,D,(2.9986732379637604+8.20212212314788j)
Bob,2011-03-23,58,30.96,False,D,(1.62567373321781+9.425768832085115j)
Charlie,2011-03-24,47,1.58,False,A,(7.727332654467237+1.685224286134683j)
David,2011-03-25,62,19.54,False,A,(5.9940099005805605+2.723090927598685j)
Eve,2011-03-26,67,25.18,True,B,(9.727820466321665+1.0359879029326662j)
Alice,2011-03-27,53,38.35,True,B,(4.945292836470678+5.273474075580471j)
Bob,2011-03-28,31,77.82,True,B,(8.544638052290228+4.323551783619891j)
Charlie,2011-03-29,38,32.31,False,B,(8.615027903180687+9.59503387623233j)
David,2011-03-30,60,59.19,True,B,(8.693461884073987+8.50865049971804j)
Eve,2011-03-31,62,21.56,False,B,(2.5740007022865496+7.862473989070631j)
Alice,2011-04-01,64,60.1,False,A,(8.501423829925088+3.6865058821570553j)
Bob,2011-04-02,43,15.64,False,C,(6.987904589950449+9.072978796320715j)
Charlie,2011-04-03,20,48.52,True,C,(9.001910355985267+3.0532118598826736j)
David,2011-04-04,46,13.59,True,C,(3.972286721791571+5.3453732025177j)
Eve,2011-04-05,29,30.75,True,D,(2.0632380087323674+6.722337563137442j)
Alice,2011-04-06,28,33.88,False,D,(3.6164682540196385+6.058368228982151j)
Bob,2011-04-07,26,88.59,True,B,(2.145159089299668+5.189046643242481j)
Charlie,2011-04-08,28,36.93,False,D,(7.037922854028023+6.215608388042504j)
David,2011-04-09,33,2.02,False,B,(2.7408500861751586+8.53053748828075j)
Eve,2011-04-10,61,65.22,True,A,(5.6190498939574605+5.1844879206535674j)
Alice,2011-04-11,48,29.75,False,A,(3.434737881447131+1.1420474105955054j)
Bob,2011-04-12,44,72.75,False,C,(9.999752751821623+5.734466077784642j)
Charlie,2011-04-13,30,20.92,False,D,(1.9664842454105758+9.821341743824012j)
David,2011-04-14,42,82.56,True,A,(3.1811665552412753+5.793811079383158j)
Eve,2011-04-15,25,40.13,True,C,(6.968774454296659+4.5326258087389935j)
Alice,2011-04-16,41,84.95,True,A,(9.799690292543062+3.2152047470153895j)
Bob,2011-04-17,57,40.84,True,D,(6.154009981289641+1.6676979665347116j)
Charlie,2011-04-18,62,83.63,True,A,(8.382906619585896+4.918186525728797j)
David,2011-04-19,69,79.29,True,D,(1.9506923778950989+7.624900189366574j)
Eve,2011-04-20,39,15.48,True,B,(1.4562411226574472+7.242410115874778j)
Alice,2011-04-21,63,92.72,True,C,(3.580129105004003+1.6151929803218077j)
Bob,2011-04-22,55,48.55,False,C,(6.699357258725096+9.710232215320001j)
Charlie,2011-04-23,44,5.15,True,A,(2.2030460337747666+9.48533199196169j)
David,2011-04-24,23,81.47,True,C,(1.8788658753802996+4.429223169370003j)
Eve,2011-04-25,44,81.96,False,C,(3.4924840019998085+4.889875914646225j)
Alice,2011-04-26,65,99.17,False,D,(4.065021575215341+2.4641917997554277j)
Bob,2011-04-27,45,79.85,False,D,(6.338814916758701+1.5443963281261772j)
Charlie,2011-04-28,41,65.95,False,C,(9.41303979268047+3.069998571130669j)
David,2011-04-29,23,7.63,False,A,(1.72014110487376+7.5695476250299665j)
Eve,2011-04-30,44,60.17,True,A,(6.732675005371433+5.70409128443891j)
Alice,2011-05-01,39,61.01,True,B,(5.672338754513699+5.950457008589744j)
Bob,2011-05-02,25,38.96,True,C,(9.987132751610323+5.986487932234047j)
Charlie,2011-05-03,31,4.85,True,C,(4.192740464060577+1.064941804541564j)
David,2011-05-04,28,26.03,False,C,(2.6369938256921657+8.891168758660038j)
Eve,2011-05-05,25,92.29,True,D,(3.1206610681947504+1.7897249197131087j)
Alice,2011-05-06,31,56.94,False,D,(3.518542299005081+4.374912981122499j)
Bob,2011-05-07,46,78.35,False,B,(4.401847081457278+6.876619197715205j)
Charlie,2011-05-08,65,57.67,True,A,(7.789937471080149+8.187837516171353j)
David,2011-05-09,68,60.64,False,B,(8.159007906947028+1.0208929049573916j)
Eve,2011-05-10,52,23.21,True,B,(5.125531464597054+7.687995875351133j)
Alice,2011-05-11,57,86.26,True,C,(8.7794956586097+4.218088934916412j)
Bob,2011-05-12,53,35.11,False,D,(4.590705335231766+9.889011741843207j)
Charlie,2011-05-13,28,24.81,True,C,(2.8922085565804325+5.7451687819777915j)
David,2011-05-14,60,92.56,True,C,(2.6989484782962583+2.204756724497652j)
Eve,2011-05-15,23,37.81,False,B,(3.5790526820987854+5.373132850801834j)
Alice,2011-05-16,18,89.46,False,A,(4.677601755663919+8.081110329827428j)
Bob,2011-05-17,47,15.26,True,C,(2.4551448293723714+3.135822780942175j)
Charlie,2011-05-18,33,81.49,True,D,(4.278574707270764+8.62789924738215j)
David,2011-05-19,41,67.99,False,B,(3.275484168656918+4.189652423319933j)
Eve,2011-05-20,59,24.63,False,A,(4.555732492499179+9.4147914317284j)
Alice,2011-05-21,65,99.26,False,B,(9.181868368110402+7.762614120730412j)
Bob,2011-05-22,41,83.16,False,C,(9.874164632239994+6.7680068648387195j)
Charlie,2011-05-23,34,53.8,True,D,(9.695125612283576+1.553543948691622j)
David,2011-05-24,43,72.52,False,D,(7.919266893950234+5.373352884140886j)
Eve,2011-05-25,62,1.55,True,A,(4.168094619428347+4.969215997150513j)
Alice,2011-05-26,54,96.07,True,D,(6.057770266748202+1.5307789267898944j)
Bob,2011-05-27,23,72.22,True,C,(5.589234599347922+1.007918509321894j)
Charlie,2011-05-28,56,98.84,False,B,(9.701197474536645+8.931768166783211j)
David,2011-05-29,53,56.03,True,C,(3.8244795766671116+1.2750344984099597j)
Eve,2011-05-30,57,90.0,True,D,(9.522628875477377+9.039744544926926j)
Alice,2011-05-31,37,49.99,False,B,(2.5144281525283914+1.1714270494698957j)
Bob,2011-06-01,46,97.25,True,B,(1.4212236665875952+2.547126819921636j)
Charlie,2011-06-02,35,70.82,True,D,(7.860437896499349+6.041407352184025j)
David,2011-06-03,49,23.58,False,D,(1.1883274726120447+3.2672005284987864j)
Eve,2011-06-04,25,6.92,True,A,(9.047217772787302+4.129947018770381j)
Alice,2011-06-05,38,72.65,True,C,(9.557679876837698+4.5437535071135j)
Bob,2011-06-06,55,18.28,False,B,(9.170120669511117+8.767731407417498j)
Charlie,2011-06-07,63,43.68,True,B,(1.6198975563317237+9.347460333180097j)
David,2011-06-08,44,35.22,True,B,(8.597225779981784+5.440570399528823j)
Eve,2011-06-09,39,7.07,False,C,(9.466318926738802+7.307549969599384j)
Alice,2011-06-10,56,73.9,False,B,(8.36800090332827+4.0032477348579665j)
Bob,2011-06-11,54,3.9,True,D,(9.271265521347608+6.830174083596994j)
Charlie,2011-06-12,54,91.31,True,B,(2.6697058443664803+7.262124520313594j)
David,2011-06-13,21,51.62,False,D,(1.016131836097252+2.8455823927098316j)
Eve,2011-06-14,40,13.17,True,D,(4.856864178731802+1.338658224062946j)
Alice,2011-06-15,30,6.19,False,D,(3.063384847156384+7.036586708826201j)
Bob,2011-06-16,61,36.04,False,A,(6.264566238547498+9.835090593223486j)
Charlie,2011-06-17,37,70.75,False,C,(1.6289058535223602+5.009921529955957j)
David,2011-06-18,30,99.21,True,A,(9.759869244044857+4.898293737774574j)
Eve,2011-06-19,31,45.36,False,A,(2.8087622382848725+6.032953203007939j)
Alice,2011-06-20,36,39.5,True,C,(7.047523958435786+3.4097746330317555j)
Bob,2011-06-21,28,8.34,False,C,(8.969333624758399+5.850622720420555j)
Charlie,2011-06-22,56,88.82,False,B,(9.058472814005906+4.641867150309879j)
David,2011-06-23,63,29.15,True,C,(2.674295966285619+4.075626194596418j)
Eve,2011-06-24,41,50.55,True,D,(1.4119163804956476+8.13782221402826j)
Alice,2011-06-25,62,17.11,True,C,(1.2892525603973195+2.4524967388584002j)
Bob,2011-06-26,66,25.72,False,B,(3.8465068501519757+2.8460527820230634j)
Charlie,2011-06-27,31,97.31,True,B,(9.41674668227682+5.31221180466175j)
David,2011-06-28,57,1.11,True,A,(1.832350035816376+8.397330192678282j)
Eve,2011-06-29,65,70.45,True,A,(4.573753449560643+4.627282903733618j)
Alice,2011-06-30,23,62.18,True,C,(7.805870541556533+2.1503851121501216j)
Bob,2011-07-01,49,21.6,True,A,(3.7870019444978644+4.936974344926849j)
Charlie,2011-07-02,33,10.71,False,D,(9.345637680079893+9.470091129089353j)
David,2011-07-03,40,4.37,False,B,(1.7156951768395663+3.563990913645032j)
Eve,2011-07-04,69,81.74,False,D,(2.1990483005515173+9.00987948831824j)
Alice,2011-07-05,47,77.97,False,D,(5.2986170245299755+4.697730728398925j)
Bob,2011-07-06,56,12.5,True,A,(4.820297074455388+4.1213811451117435j)
Charlie,2011-07-07,50,65.58,False,A,(7.4548672336654995+2.189518325747934j)
David,2011-07-08,43,56.74,False,A,(3.9637055583574377+9.774395985461863j)
Eve,2011-07-09,36,73.23,True,A,(2.5980410593241587+8.792441389290467j)
Alice,2011-07-10,68,98.55,True,D,(8.695267566817066+9.76214807102814j)
Bob,2011-07-11,64,72.06,True,C,(4.391528530921001+8.738816382125437j)
Charlie,2011-07-12,31,59.74,False,B,(1.2088399305853972+1.9903336635583717j)
David,2011-07-13,63,80.92,False,A,(7.543178592489261+6.607909245725516j)
Eve,2011-07-14,33,37.27,True,D,(7.415576676218196+6.157730863514609j)
Alice,2011-07-15,28,30.67,False,B,(2.2380703565167916+4.373436018942694j)
Bob,2011-07-16,35,28.44,True,C,(2.620356234735378+5.808505095171686j)
Charlie,2011-07-17,24,20.58,True,C,(3.23172423933996+6.598270280939785j)
David,2011-07-18,36,78.1,False,C,(7.771400939071147+6.385151645305006j)
Eve,2011-07-19,30,84.31,False,B,(8.990814553771624+7.673235809922564j)
Alice,2011-07-20,53,89.47,False,B,(5.319941719484433+4.504088218719842j)
Bob,2011-07-21,59,29.32,True,C,(2.252660362928477+1.435656618687711j)
Charlie,2011-07-22,19,88.01,False,C,(5.122784946409538+8.420861155690167j)
David,2011-07-23,51,70.77,True,C,(2.8551647701885083+7.918325814328027j)
Eve,2011-07-24,39,5.84,False,C,(7.992142796026548+1.4950532442803501j)
Alice,2011-07-25,69,65.31,True,C,(4.898773511893834+9.890318363625122j)
Bob,2011-07-26,50,62.72,False,C,(8.635550237002803+8.57365667738931j)
Charlie,2011-07-27,58,98.16,True,B,(7.424251852982626+4.268581366206761j)
David,2011-07-28,55,28.57,False,A,(1.1696249070326195+1.8907395982205764j)
Eve,2011-07-29,46,90.4,False,C,(1.8168578926849142+4.6876677371734345j)
Alice,2011-07-30,40,82.01,True,A,(4.556871512578214+9.314595379531077j)
Bob,2011-07-31,36,29.66,False,C,(4.991693281050718+2.322579509819829j)
Charlie,2011-08-01,39,57.46,False,B,(9.823250194620213+6.343084364525763j)
David,2011-08-02,63,34.35,True,B,(2.037010723596569+7.441617313080837j)
Eve,2011-08-03,62,80.27,False,D,(3.158265443015515+5.51739810902037j)
Alice,2011-08-04,39,36.67,False,B,(5.33864926143737+5.6604045093676j)
Bob,2011-08-05,57,57.92,True,D,(9.782830007260198+8.843085369527925j)
Charlie,2011-08-06,65,14.09,False,D,(4.890341165517967+8.771646459388373j)
David,2011-08-07,64,26.96,False,B,(2.0437810344100042+3.214374079958813j)
Eve,2011-08-08,39,65.59,False,B,(2.8747391737720154+7.168106482674878j)
Alice,2011-08-09,59,18.98,False,A,(8.547198260495758+9.13723959294639j)
Bob,2011-08-10,48,11.28,True,C,(3.767332365792348+8.403070453329324j)
Charlie,2011-08-11,18,4.73,False,A,(2.5265078614433727+7.688547398745032j)
David,2011-08-12,23,1.25,False,C,(7.6234741843169775+9.637417080506378j)
Eve,2011-08-13,60,0.9,True,C,(4.808167247252882+3.5747510735617416j)
Alice,2011-08-14,37,66.58,True,A,(5.544849925444306+5.3482707449103195j)
Bob,2011-08-15,41,1.5,True,B,(2.7009981984831866+7.45896840108003j)
Charlie,2011-08-16,29,36.11,True,A,(5.698997432708134+2.827227432837241j)
David,2011-08-17,39,98.93,True,A,(6.101185733605988+9.84311173544459j)
Eve,2011-08-18,68,3.06,True,C,(7.4302738956506005+5.742115632774665j)
Alice,2011-08-19,23,68.84,False,D,(4.393882749769935+4.243546586208744j)
Bob,2011-08-20,34,18.88,False,B,(2.5631280424209555+2.0298288222227634j)
Charlie,2011-08-21,34,91.47,False,A,(6.811540314503902+1.6264210929364213j)
David,2011-08-22,23,49.14,True,C,(7.66147059901606+6.2317462525080956j)
Eve,2011-08-23,33,2.38,False,B,(8.623572988195315+9.628304487594374j)
Alice,2011-08-24,22,71.54,False,D,(6.079249447284288+2.4673486194820047j)
Bob,2011-08-25,67,20.96,False,D,(9.229330768648099+9.764583932772954j)
Charlie,2011-08-26,66,1.8,False,D,(5.346622114187697+1.4477503520603876j)
David,2011-08-27,48,18.96,False,C,(9.394473636705273+6.984116868341978j)
Eve,2011-08-28,24,3.69,False,D,(9.145339138072911+7.320591443624702j)
Alice,2011-08-29,53,32.41,False,A,(7.476351507789489+4.071322463819803j)
Bob,2011-08-30,56,19.03,False,B,(6.322087076697613+5.949103529657j)
Charlie,2011-08-31,30,59.72,False,A,(2.4594381732149593+7.702377075350763j)
David,2011-09-01,45,4.91,True,D,(2.990793254366327+1.381104556908562j)
Eve,2011-09-02,47,11.15,True,C,(7.613335057953562+9.91842295194638j)
Alice,2011-09-03,43,61.8,True,A,(4.511334457869356+7.040515714095759j)
Bob,2011-09-04,43,66.66,True,D,(4.871090202013827+9.384800493114781j)
Charlie,2011-09-05,56,5.06,True,C,(8.122637327679852+2.2950006496748014j)
David,2011-09-06,30,61.27,False,D,(5.503181919178428+6.419813337357716j)
Eve,2011-09-07,21,82.56,False,C,(4.641333539399797+6.81322556660662j)
Alice,2011-09-08,34,16.79,True,D,(4.10673425138439+3.551202945892141j)
Bob,2011-09-09,25,96.44,False,C,(9.482534022257674+8.942266605297192j)
Charlie,2011-09-10,52,84.6,False,A,(5.426252764202915+3.4777575027125067j)
David,2011-09-11,63,25.57,True,D,(4.656843727939426+6.5260510336257855j)
Eve,2011-09-12,50,39.93,False,C,(4.5862399523650605+9.851878139227296j)
Alice,2011-09-13,45,93.4,False,B,(2.712944279325347+7.055299394783561j)
Bob,2011-09-14,30,98.38,False,D,(4.26515134105791+9.439343903249569j)
Charlie,2011-09-15,62,76.89,False,C,(9.673881960695018+7.302055728212212j)
David,2011-09-16,24,39.02,False,A,(8.931456987578162+1.8953348353947268j)
Eve,2011-09-17,39,91.32,False,B,(7.341817030232259+1.2492251065639866j)
Alice,2011-09-18,30,85.52,True,D,(4.502716517885796+1.997580757837837j)
Bob,2011-09-19,59,2.41,False,A,(9.68661822224177+6.29180526984979j)
Charlie,2011-09-20,43,42.0,True,B,(2.7833038973504642+7.323804613707115j)
David,2011-09-21,34,96.95,False,B,(5.445879232634618+4.8884410563845595j)
Eve,2011-09-22,30,49.68,False,B,(2.0748972585887975+2.3013802160548753j)
Alice,2011-09-23,40,4.7,True,D,(9.791972143000454+7.6381635236003955j)
Bob,2011-09-24,28,25.47,False,B,(5.5736193495385695+9.511615075263022j)
Charlie,2011-09-25,27,97.88,True,A,(5.978044351150646+8.755101695207042j)
David,2011-09-26,28,22.67,True,D,(4.9887601076079156+1.6304816061169203j)
Eve,2011-09-27,29,24.41,False,D,(5.203337847027926+8.448001718476673j)
Alice,2011-09-28,29,63.31,False,D,(6.532807025745118+1.6726229868370566j)
Bob,2011-09-29,32,84.64,False,B,(6.756346150406485+6.157007172163967j)
Charlie,2011-09-30,57,11.15,True,C,(2.9521733411146873+8.723286234895465j)
David,2011-10-01,65,12.85,True,B,(4.004660646349729+7.555603954550882j)
Eve,2011-10-02,46,66.81,False,D,(7.315900982558381+9.442044914170022j)
Alice,2011-10-03,52,32.43,True,A,(6.630329206857281+1.0337572025900807j)
Bob,2011-10-04,47,15.68,True,C,(8.123077983554566+8.172217302444313j)
Charlie,2011-10-05,18,51.87,True,A,(1.625275299862881+2.4554506268947356j)
David,2011-10-06,46,40.89,True,B,(3.0147911353351198+8.47365830568184j)
Eve,2011-10-07,58,74.81,False,A,(4.995931220698038+9.213382626937449j)
Alice,2011-10-08,48,37.01,False,A,(9.584000733278673+1.6393320451304056j)
Bob,2011-10-09,56,92.28,True,B,(1.1326165480308261+6.3879985877650824j)
Charlie,2011-10-10,41,20.57,True,A,(8.192535616665728+6.474971205358426j)
David,2011-10-11,18,60.93,True,C,(9.292830055665052+8.59881575625303j)
Eve,2011-10-12,20,68.7,True,A,(9.72612831308574+1.4528449974792585j)
Alice,2011-10-13,51,74.89,False,C,(5.622461629163828+8.496829997049904j)
Bob,2011-10-14,47,3.73,True,C,(5.08381263088136+6.901638594012341j)
Charlie,2011-10-15,52,1.6,False,B,(7.29212569770098+9.481162384705119j)
David,2011-10-16,21,28.43,False,B,(5.67222452726039+2.0348000111540254j)
Eve,2011-10-17,55,90.37,False,C,(9.475179834595576+9.736217151614786j)
Alice,2011-10-18,31,67.29,False,C,(2.411811878841252+7.28748396888405j)
Bob,2011-10-19,23,70.85,True,A,(4.403727834239764+5.198189671738405j)
Charlie,2011-10-20,21,99.59,False,C,(9.847020472337862+7.190874180809232j)
David,2011-10-21,54,8.16,False,C,(9.884493093590057+9.082127922130407j)
Eve,2011-10-22,26,2.52,True,A,(7.37482179930759+7.915756238329209j)
Alice,2011-10-23,58,21.13,True,C,(9.837867173927298+2.161212809174895j)
Bob,2011-10-24,19,14.01,False,D,(9.44655995843616+9.794384295462098j)
Charlie,2011-10-25,30,28.8,True,A,(9.757773544174906+4.916634597096977j)
David,2011-10-26,66,45.94,False,D,(7.444478509021771+1.6630803370238074j)
Eve,2011-10-27,38,70.95,False,C,(9.042271061255306+4.682961521746959j)
Alice,2011-10-28,40,88.52,True,C,(6.034820168812092+7.1752346653152275j)
Bob,2011-10-29,56,10.91,True,D,(2.192941772069169+9.52263075706187j)
Charlie,2011-10-30,23,81.1,False,A,(5.6817431746582425+9.615907506614992j)
David,2011-10-31,37,9.91,True,C,(2.9145415428495016+7.1644670678425895j)
Eve,2011-11-01,19,28.32,False,C,(9.210900024245028+7.374402367196463j)
Alice,2011-11-02,68,42.26,False,C,(6.486316733955492+6.566556090288016j)
Bob,2011-11-03,68,98.9,False,D,(2.3593152633235555+4.045549489503985j)
Charlie,2011-11-04,22,45.09,True,D,(1.2756057841811161+7.933792249476672j)
David,2011-11-05,23,0.71,False,A,(7.382358826968314+5.669420119138855j)
Eve,2011-11-06,29,7.79,False,B,(8.557952714656322+1.2801915924353466j)
Alice,2011-11-07,18,41.4,False,C,(9.815952349422657+4.871546367761512j)
Bob,2011-11-08,33,49.77,False,C,(8.67425211935451+9.426791497971363j)
Charlie,2011-11-09,38,69.32,True,B,(6.588033778868717+7.871425315693059j)
David,2011-11-10,55,8.82,True,A,(6.886647036079826+7.502264672944884j)
Eve,2011-11-11,60,93.09,False,A,(7.09900726407317+2.4538351271423258j)
Alice,2011-11-12,19,44.72,False,C,(5.446757378677182+7.570534882790749j)
Bob,2011-11-13,42,70.38,False,D,(4.3125881816503355+3.5344941015467195j)
Charlie,2011-11-14,57,54.97,False,C,(7.363925126287872+8.965485409958292j)
David,2011-11-15,69,29.46,False,D,(9.17827442536412+3.8761343929519985j)
Eve,2011-11-16,41,58.71,False,A,(1.2166399816908071+6.634068774036334j)
Alice,2011-11-17,46,70.77,False,D,(5.466235347350562+1.7947556766024468j)
Bob,2011-11-18,51,60.49,False,C,(1.2465015222596445+3.2495259602426865j)
Charlie,2011-11-19,39,79.73,False,A,(7.479998361446254+1.513234904426226j)
David,2011-11-20,51,87.08,False,C,(7.2361408539363055+7.653654330968672j)
Eve,2011-11-21,48,84.56,True,B,(7.373918228775186+3.105071238315265j)
Alice,2011-11-22,52,37.13,False,C,(9.290871999661883+5.585469244449351j)
